tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
187,SyntheticBrandSupport,False,Tue Apr 25 02:18:00 +0000 2023,"@customer_0099 Great question! Yes, our product supports international accounts - happy to share more details if needed.",,186
188,customer_0100,True,Wed Apr 26 20:00:00 +0000 2023,@SyntheticBrandSupport Can I get my money back for order 10100? It's not what I expected.,189,
189,SyntheticBrandSupport,False,Wed Apr 26 21:24:00 +0000 2023,@customer_0100 We're sorry to hear that! We've started a refund for order 10100; it should reflect in your account within 5-7 business days.,,188
190,customer_0101,True,Thu Apr 27 03:00:00 +0000 2023,"@SyntheticBrandSupport Please refund my subscription, I was charged after I cancelled.",,
191,customer_0102,True,Fri Apr 28 22:00:00 +0000 2023,"@SyntheticBrandSupport Order 10102 arrived damaged in the box, what should I do?",192,
192,SyntheticBrandSupport,False,Sat Apr 29 00:05:00 +0000 2023,@customer_0102 That's not the experience we want for you - we'll arrange a replacement for order 10102 once you confirm your shipping address via DM.,,191
193,customer_0103,True,Sat Apr 29 19:00:00 +0000 2023,"@SyntheticBrandSupport Please cancel my subscription, I no longer need it.",194,
194,SyntheticBrandSupport,False,Sat Apr 29 22:22:00 +0000 2023,@customer_0103 We can help cancel order 10103 if it hasn't shipped yet - please DM your order email to confirm.,,193
195,customer_0104,True,Sun Apr 30 09:00:00 +0000 2023,@SyntheticBrandSupport Tracking hasn't updated for order 10104 in 5 days.,196,
196,SyntheticBrandSupport,False,Sun Apr 30 12:46:00 +0000 2023,@customer_0104 That's not the experience we want for you - we'll arrange a replacement for order 10104 once you confirm your shipping address via DM.,,195
197,customer_0105,True,Tue May 02 17:00:00 +0000 2023,@SyntheticBrandSupport The search feature on the site is completely broken for me.,198,
198,SyntheticBrandSupport,False,Tue May 02 20:47:00 +0000 2023,@customer_0105 We're aware some users are seeing this error and our team is investigating - thanks for your patience.,,197
199,customer_0106,True,Wed May 03 13:00:00 +0000 2023,"@SyntheticBrandSupport Please cancel my subscription, I no longer need it.",200,
200,SyntheticBrandSupport,False,Wed May 03 16:05:00 +0000 2023,@customer_0106 We can help cancel order 10106 if it hasn't shipped yet - please DM your order email to confirm.,,199
201,customer_0107,True,Thu May 04 01:00:00 +0000 2023,"@SyntheticBrandSupport I can't log into my account, it keeps saying wrong password.",202,
202,SyntheticBrandSupport,False,Thu May 04 04:47:00 +0000 2023,@customer_0107 We can help with account access - please send your registered email via DM so we can look into the 2FA issue.,,201
203,customer_0108,True,Fri May 05 14:00:00 +0000 2023,"@SyntheticBrandSupport I want a refund for order 10108, it arrived damaged.",204,
204,SyntheticBrandSupport,False,Fri May 05 17:47:00 +0000 2023,@customer_0108 Thanks for flagging this - we'll process your refund for order 10108 right away.,,203
205,customer_0109,True,Sat May 06 10:00:00 +0000 2023,@SyntheticBrandSupport Is there a student discount available?,206,
206,SyntheticBrandSupport,False,Sat May 06 13:43:00 +0000 2023,"@customer_0109 Great question! Yes, our product supports international accounts - happy to share more details if needed.",,205
207,customer_0110,True,Sun May 07 20:00:00 +0000 2023,@SyntheticBrandSupport How do I cancel order 10110 before it ships?,208,
208,SyntheticBrandSupport,False,Sun May 07 22:43:00 +0000 2023,@customer_0110 We're sorry to see you go! We've submitted the cancellation request - you'll get a confirmation email shortly.,,207
209,customer_0111,True,Tue May 09 23:00:00 +0000 2023,@SyntheticBrandSupport My package for order 10111 was marked delivered but I never received it.,210,
210,SyntheticBrandSupport,False,Wed May 10 02:19:00 +0000 2023,@customer_0111 We're sorry to hear that! Please DM us order 10111 and we'll open an investigation with the carrier right away.,,209
211,customer_0112,True,Wed May 10 22:00:00 +0000 2023,@SyntheticBrandSupport What's the difference between the basic and premium plans?,,
212,customer_0113,True,Thu May 11 11:00:00 +0000 2023,"@SyntheticBrandSupport Order 10113 arrived damaged in the box, what should I do?",213,
213,SyntheticBrandSupport,False,Thu May 11 13:29:00 +0000 2023,@customer_0113 That's not the experience we want for you - we'll arrange a replacement for order 10113 once you confirm your shipping address via DM.,,212
214,customer_0114,True,Fri May 12 19:00:00 +0000 2023,"@SyntheticBrandSupport Locked out of my account after resetting my password, please help.",215,
215,SyntheticBrandSupport,False,Fri May 12 21:12:00 +0000 2023,"@customer_0114 So sorry for the trouble logging in! Please try the password reset link at our help center; if that fails, DM your registered email and we'll assist.",,214
216,customer_0115,True,Sat May 13 14:00:00 +0000 2023,@SyntheticBrandSupport What's the difference between the basic and premium plans?,217,
217,SyntheticBrandSupport,False,Sat May 13 17:55:00 +0000 2023,@customer_0115 Premium includes priority support and extra features over Basic - check our pricing page for the full comparison!,,216
218,customer_0116,True,Sun May 14 11:00:00 +0000 2023,@SyntheticBrandSupport Can I get my money back for order 10116? It's not what I expected.,219,
219,SyntheticBrandSupport,False,Sun May 14 14:01:00 +0000 2023,@customer_0116 Thanks for flagging this - we'll process your refund for order 10116 right away.,,218
220,customer_0117,True,Tue May 16 15:00:00 +0000 2023,@SyntheticBrandSupport What's the status of order 10117? It's been a few days.,221,
221,SyntheticBrandSupport,False,Tue May 16 17:32:00 +0000 2023,@customer_0117 Thanks for your patience! Order 10117 status can take up to 48 hours to update; we'll follow up if there's any delay.,,220
222,customer_0118,True,Wed May 17 08:00:00 +0000 2023,@SyntheticBrandSupport My payment for order 10118 failed but the amount was deducted from my card.,223,
223,SyntheticBrandSupport,False,Wed May 17 11:58:00 +0000 2023,@customer_0118 Sorry about that! We can see the duplicate charge for order 10118 and have flagged it for our billing team to reverse within 3-5 business days.,,222
224,customer_0119,True,Thu May 18 19:00:00 +0000 2023,"@SyntheticBrandSupport Order 10119 arrived damaged in the box, what should I do?",225,
225,SyntheticBrandSupport,False,Thu May 18 21:43:00 +0000 2023,@customer_0119 We're sorry to hear that! Please DM us order 10119 and we'll open an investigation with the carrier right away.,,224
226,customer_0120,True,Fri May 19 20:00:00 +0000 2023,"@SyntheticBrandSupport Two factor code never arrives, I can't access my account.",227,
227,SyntheticBrandSupport,False,Fri May 19 20:13:00 +0000 2023,@customer_0120 We can help with account access - please send your registered email via DM so we can look into the 2FA issue.,,226
228,customer_0121,True,Sat May 20 10:00:00 +0000 2023,@SyntheticBrandSupport Can I get my money back for order 10121? It's not what I expected.,229,
229,SyntheticBrandSupport,False,Sat May 20 10:38:00 +0000 2023,@customer_0121 We're sorry to hear that! We've started a refund for order 10121; it should reflect in your account within 5-7 business days.,,228
230,customer_0122,True,Sun May 21 16:00:00 +0000 2023,@SyntheticBrandSupport Getting error code 502 every time I open the dashboard.,231,
231,SyntheticBrandSupport,False,Sun May 21 19:58:00 +0000 2023,@customer_0122 We're aware some users are seeing this error and our team is investigating - thanks for your patience.,,230
232,customer_0123,True,Mon May 22 03:00:00 +0000 2023,"@SyntheticBrandSupport Order 10123 arrived damaged in the box, what should I do?",,
233,customer_0124,True,Wed May 24 11:00:00 +0000 2023,"@SyntheticBrandSupport Please cancel my subscription, I no longer need it.",234,
234,SyntheticBrandSupport,False,Wed May 24 12:12:00 +0000 2023,@customer_0124 We're sorry to see you go! We've submitted the cancellation request - you'll get a confirmation email shortly.,,233
235,customer_0125,True,Thu May 25 12:00:00 +0000 2023,@SyntheticBrandSupport Tracking hasn't updated for order 10125 in 5 days.,,
236,customer_0126,True,Fri May 26 17:00:00 +0000 2023,@SyntheticBrandSupport Payment of $150.0 did not go through but my bank shows it was taken.,,
237,customer_0127,True,Sat May 27 20:00:00 +0000 2023,@SyntheticBrandSupport What's the difference between the basic and premium plans?,238,
238,SyntheticBrandSupport,False,Sat May 27 20:14:00 +0000 2023,"@customer_0127 Great question! Yes, our product supports international accounts - happy to share more details if needed.",,237
239,customer_0128,True,Sun May 28 17:00:00 +0000 2023,"@SyntheticBrandSupport I want a refund for order 10128, it arrived damaged.",240,
240,SyntheticBrandSupport,False,Sun May 28 19:56:00 +0000 2023,@customer_0128 Thanks for flagging this - we'll process your refund for order 10128 right away.,,239
241,customer_0129,True,Mon May 29 23:00:00 +0000 2023,"@SyntheticBrandSupport Please cancel my subscription, I no longer need it.",242,
242,SyntheticBrandSupport,False,Tue May 30 02:38:00 +0000 2023,@customer_0129 We're sorry to see you go! We've submitted the cancellation request - you'll get a confirmation email shortly.,,241
243,customer_0130,True,Wed May 31 22:00:00 +0000 2023,"@SyntheticBrandSupport Order 10130 arrived damaged in the box, what should I do?",244,
244,SyntheticBrandSupport,False,Wed May 31 23:05:00 +0000 2023,@customer_0130 That's not the experience we want for you - we'll arrange a replacement for order 10130 once you confirm your shipping address via DM.,,243
245,customer_0131,True,Thu Jun 01 20:00:00 +0000 2023,@SyntheticBrandSupport Getting error code 502 every time I open the dashboard.,246,
246,SyntheticBrandSupport,False,Thu Jun 01 20:53:00 +0000 2023,@customer_0131 We're aware some users are seeing this error and our team is investigating - thanks for your patience.,,245
247,customer_0132,True,Fri Jun 02 21:00:00 +0000 2023,@SyntheticBrandSupport Does your product work with international accounts?,248,
248,SyntheticBrandSupport,False,Fri Jun 02 21:17:00 +0000 2023,"@customer_0132 Great question! Yes, our product supports international accounts - happy to share more details if needed.",,247
249,customer_0133,True,Sat Jun 03 06:00:00 +0000 2023,"@SyntheticBrandSupport I can't log into my account, it keeps saying wrong password.",250,
250,SyntheticBrandSupport,False,Sat Jun 03 08:35:00 +0000 2023,"@customer_0133 So sorry for the trouble logging in! Please try the password reset link at our help center; if that fails, DM your registered email and we'll assist.",,249
251,customer_0134,True,Sun Jun 04 19:00:00 +0000 2023,@SyntheticBrandSupport The app keeps crashing when I try to check out.,252,
252,SyntheticBrandSupport,False,Sun Jun 04 19:38:00 +0000 2023,@customer_0134 Sorry for the disruption! Could you tell us your device/app version via DM so our tech team can investigate the crash?,,251
253,customer_0135,True,Mon Jun 05 04:00:00 +0000 2023,"@SyntheticBrandSupport I want a refund for order 10135, it arrived damaged.",254,
254,SyntheticBrandSupport,False,Mon Jun 05 06:35:00 +0000 2023,@customer_0135 We're sorry to hear that! We've started a refund for order 10135; it should reflect in your account within 5-7 business days.,,253
255,customer_0136,True,Tue Jun 06 23:00:00 +0000 2023,@SyntheticBrandSupport Why was I billed $19.99 when my plan should cost less?,256,
256,SyntheticBrandSupport,False,Wed Jun 07 01:06:00 +0000 2023,@customer_0136 Sorry about that! We can see the duplicate charge for order 10136 and have flagged it for our billing team to reverse within 3-5 business days.,,255
257,customer_0137,True,Thu Jun 08 16:00:00 +0000 2023,"@SyntheticBrandSupport I want a refund for order 10137, it arrived damaged.",,
258,customer_0138,True,Fri Jun 09 20:00:00 +0000 2023,@SyntheticBrandSupport My package for order 10138 was marked delivered but I never received it.,259,
259,SyntheticBrandSupport,False,Fri Jun 09 23:41:00 +0000 2023,@customer_0138 That's not the experience we want for you - we'll arrange a replacement for order 10138 once you confirm your shipping address via DM.,,258
260,customer_0139,True,Sat Jun 10 02:00:00 +0000 2023,@SyntheticBrandSupport Does your product work with international accounts?,261,
261,SyntheticBrandSupport,False,Sat Jun 10 02:21:00 +0000 2023,"@customer_0139 Great question! Yes, our product supports international accounts - happy to share more details if needed.",,260
262,customer_0140,True,Sun Jun 11 19:00:00 +0000 2023,@SyntheticBrandSupport The search feature on the site is completely broken for me.,263,
263,SyntheticBrandSupport,False,Sun Jun 11 19:30:00 +0000 2023,@customer_0140 We're aware some users are seeing this error and our team is investigating - thanks for your patience.,,262
264,customer_0141,True,Mon Jun 12 14:00:00 +0000 2023,@SyntheticBrandSupport What's the status of order 10141? It's been a few days.,265,
265,SyntheticBrandSupport,False,Mon Jun 12 15:47:00 +0000 2023,@customer_0141 Thanks for your patience! Order 10141 status can take up to 48 hours to update; we'll follow up if there's any delay.,,264
266,customer_0142,True,Tue Jun 13 21:00:00 +0000 2023,@SyntheticBrandSupport How do I cancel order 10142 before it ships?,267,
267,SyntheticBrandSupport,False,Wed Jun 14 00:00:00 +0000 2023,@customer_0142 We're sorry to see you go! We've submitted the cancellation request - you'll get a confirmation email shortly.,,266
268,customer_0143,True,Wed Jun 14 13:00:00 +0000 2023,"@SyntheticBrandSupport I want a refund for order 10143, it arrived damaged.",269,
269,SyntheticBrandSupport,False,Wed Jun 14 16:32:00 +0000 2023,@customer_0143 Thanks for flagging this - we'll process your refund for order 10143 right away.,,268
270,customer_0144,True,Fri Jun 16 13:00:00 +0000 2023,@SyntheticBrandSupport Getting error code 502 every time I open the dashboard.,271,
271,SyntheticBrandSupport,False,Fri Jun 16 16:47:00 +0000 2023,@customer_0144 We're aware some users are seeing this error and our team is investigating - thanks for your patience.,,270
272,customer_0145,True,Sat Jun 17 09:00:00 +0000 2023,"@SyntheticBrandSupport Order 10145 arrived damaged in the box, what should I do?",273,
273,SyntheticBrandSupport,False,Sat Jun 17 09:44:00 +0000 2023,@customer_0145 We're sorry to hear that! Please DM us order 10145 and we'll open an investigation with the carrier right away.,,272
274,customer_0146,True,Sun Jun 18 17:00:00 +0000 2023,"@SyntheticBrandSupport Please refund my subscription, I was charged after I cancelled.",275,
275,SyntheticBrandSupport,False,Sun Jun 18 19:31:00 +0000 2023,@customer_0146 Thanks for flagging this - we'll process your refund for order 10146 right away.,,274
276,customer_0147,True,Mon Jun 19 21:00:00 +0000 2023,@SyntheticBrandSupport Payment of $150.0 did not go through but my bank shows it was taken.,277,
277,SyntheticBrandSupport,False,Tue Jun 20 00:04:00 +0000 2023,@customer_0147 We understand the frustration. Please DM us your order 10147 and email on file so we can verify the payment and correct the charge.,,276
278,customer_0148,True,Tue Jun 20 05:00:00 +0000 2023,@SyntheticBrandSupport The app keeps crashing when I try to check out.,279,
279,SyntheticBrandSupport,False,Tue Jun 20 05:22:00 +0000 2023,@customer_0148 We're aware some users are seeing this error and our team is investigating - thanks for your patience.,,278
280,customer_0149,True,Wed Jun 21 23:00:00 +0000 2023,"@SyntheticBrandSupport I was charged twice for order 10149, can you check my payment?",281,
281,SyntheticBrandSupport,False,Thu Jun 22 00:32:00 +0000 2023,@customer_0149 We understand the frustration. Please DM us your order 10149 and email on file so we can verify the payment and correct the charge.,,280
282,customer_0150,True,Fri Jun 23 19:00:00 +0000 2023,@SyntheticBrandSupport The app keeps crashing when I try to check out.,283,
283,SyntheticBrandSupport,False,Fri Jun 23 19:45:00 +0000 2023,@customer_0150 Sorry for the disruption! Could you tell us your device/app version via DM so our tech team can investigate the crash?,,282
284,customer_0151,True,Sat Jun 24 08:00:00 +0000 2023,@SyntheticBrandSupport lol nice ad,,
285,customer_0152,True,Sun Jun 25 16:00:00 +0000 2023,@SyntheticBrandSupport My package for order 10152 was marked delivered but I never received it.,286,
286,SyntheticBrandSupport,False,Sun Jun 25 17:17:00 +0000 2023,@customer_0152 We're sorry to hear that! Please DM us order 10152 and we'll open an investigation with the carrier right away.,,285
287,customer_0153,True,Mon Jun 26 07:00:00 +0000 2023,"@SyntheticBrandSupport Order 10153 arrived damaged in the box, what should I do?",,
288,customer_0154,True,Tue Jun 27 08:00:00 +0000 2023,"@SyntheticBrandSupport Order 10154 shows processing for a week now, any update?",289,
289,SyntheticBrandSupport,False,Tue Jun 27 10:12:00 +0000 2023,@customer_0154 Let us check on order 10154 for you - please DM your order confirmation email so we can look into the current status.,,288
290,customer_0155,True,Wed Jun 28 22:00:00 +0000 2023,"@SyntheticBrandSupport Please cancel my subscription, I no longer need it.",291,
291,SyntheticBrandSupport,False,Wed Jun 28 22:23:00 +0000 2023,@customer_0155 We can help cancel order 10155 if it hasn't shipped yet - please DM your order email to confirm.,,290
292,customer_0156,True,Thu Jun 29 14:00:00 +0000 2023,"@SyntheticBrandSupport Please cancel my subscription, I no longer need it.",293,
293,SyntheticBrandSupport,False,Thu Jun 29 16:31:00 +0000 2023,@customer_0156 We can help cancel order 10156 if it hasn't shipped yet - please DM your order email to confirm.,,292
294,customer_0157,True,Sat Jul 01 12:00:00 +0000 2023,@SyntheticBrandSupport My package for order 10157 was marked delivered but I never received it.,,
295,customer_0158,True,Sun Jul 02 02:00:00 +0000 2023,@SyntheticBrandSupport What's the difference between the basic and premium plans?,296,
296,SyntheticBrandSupport,False,Sun Jul 02 03:56:00 +0000 2023,"@customer_0158 Great question! Yes, our product supports international accounts - happy to share more details if needed.",,295
297,customer_0159,True,Mon Jul 03 23:00:00 +0000 2023,@SyntheticBrandSupport How do I cancel order 10159 before it ships?,298,
298,SyntheticBrandSupport,False,Mon Jul 03 23:24:00 +0000 2023,@customer_0159 We're sorry to see you go! We've submitted the cancellation request - you'll get a confirmation email shortly.,,297
299,customer_0160,True,Tue Jul 04 11:00:00 +0000 2023,@SyntheticBrandSupport What's the status of order 10160? It's been a few days.,300,
300,SyntheticBrandSupport,False,Tue Jul 04 12:10:00 +0000 2023,@customer_0160 Let us check on order 10160 for you - please DM your order confirmation email so we can look into the current status.,,299
301,customer_0161,True,Wed Jul 05 20:00:00 +0000 2023,"@SyntheticBrandSupport Please refund my subscription, I was charged after I cancelled.",302,
302,SyntheticBrandSupport,False,Wed Jul 05 22:59:00 +0000 2023,@customer_0161 Thanks for flagging this - we'll process your refund for order 10161 right away.,,301
303,customer_0162,True,Thu Jul 06 04:00:00 +0000 2023,@SyntheticBrandSupport Getting error code 502 every time I open the dashboard.,304,
304,SyntheticBrandSupport,False,Thu Jul 06 06:46:00 +0000 2023,@customer_0162 We're aware some users are seeing this error and our team is investigating - thanks for your patience.,,303
305,customer_0163,True,Sat Jul 08 16:00:00 +0000 2023,@SyntheticBrandSupport My payment for order 10163 failed but the amount was deducted from my card.,306,
306,SyntheticBrandSupport,False,Sat Jul 08 16:14:00 +0000 2023,@customer_0163 We understand the frustration. Please DM us your order 10163 and email on file so we can verify the payment and correct the charge.,,305
307,customer_0164,True,Sun Jul 09 19:00:00 +0000 2023,@SyntheticBrandSupport Can I get my money back for order 10164? It's not what I expected.,308,
308,SyntheticBrandSupport,False,Sun Jul 09 21:33:00 +0000 2023,@customer_0164 Thanks for flagging this - we'll process your refund for order 10164 right away.,,307
309,customer_0165,True,Mon Jul 10 18:00:00 +0000 2023,"@SyntheticBrandSupport I was charged twice for order 10165, can you check my payment?",310,
310,SyntheticBrandSupport,False,Mon Jul 10 20:13:00 +0000 2023,@customer_0165 We understand the frustration. Please DM us your order 10165 and email on file so we can verify the payment and correct the charge.,,309
311,customer_0166,True,Tue Jul 11 22:00:00 +0000 2023,"@SyntheticBrandSupport I want a refund for order 10166, it arrived damaged.",312,
312,SyntheticBrandSupport,False,Tue Jul 11 22:15:00 +0000 2023,@customer_0166 We're sorry to hear that! We've started a refund for order 10166; it should reflect in your account within 5-7 business days.,,311
313,customer_0167,True,Wed Jul 12 16:00:00 +0000 2023,@SyntheticBrandSupport Is there a student discount available?,314,
314,SyntheticBrandSupport,False,Wed Jul 12 19:59:00 +0000 2023,@customer_0167 Premium includes priority support and extra features over Basic - check our pricing page for the full comparison!,,313
315,customer_0168,True,Thu Jul 13 01:00:00 +0000 2023,@SyntheticBrandSupport The search feature on the site is completely broken for me.,316,
316,SyntheticBrandSupport,False,Thu Jul 13 02:29:00 +0000 2023,@customer_0168 Sorry for the disruption! Could you tell us your device/app version via DM so our tech team can investigate the crash?,,315
317,customer_0169,True,Fri Jul 14 23:00:00 +0000 2023,@SyntheticBrandSupport Tracking hasn't updated for order 10169 in 5 days.,,
318,customer_0170,True,Sun Jul 16 21:00:00 +0000 2023,"@SyntheticBrandSupport I want a refund for order 10170, it arrived damaged.",,
319,customer_0171,True,Mon Jul 17 19:00:00 +0000 2023,"@SyntheticBrandSupport Please cancel my subscription, I no longer need it.",320,
320,SyntheticBrandSupport,False,Mon Jul 17 21:49:00 +0000 2023,@customer_0171 We can help cancel order 10171 if it hasn't shipped yet - please DM your order email to confirm.,,319
321,customer_0172,True,Tue Jul 18 16:00:00 +0000 2023,"@SyntheticBrandSupport Please refund my subscription, I was charged after I cancelled.",322,
322,SyntheticBrandSupport,False,Tue Jul 18 16:51:00 +0000 2023,@customer_0172 Thanks for flagging this - we'll process your refund for order 10172 right away.,,321
323,customer_0173,True,Wed Jul 19 07:00:00 +0000 2023,@SyntheticBrandSupport Does your product work with international accounts?,324,
324,SyntheticBrandSupport,False,Wed Jul 19 10:41:00 +0000 2023,@customer_0173 Premium includes priority support and extra features over Basic - check our pricing page for the full comparison!,,323
325,customer_0174,True,Thu Jul 20 19:00:00 +0000 2023,"@SyntheticBrandSupport I was charged twice for order 10174, can you check my payment?",326,
326,SyntheticBrandSupport,False,Thu Jul 20 19:46:00 +0000 2023,@customer_0174 Sorry about that! We can see the duplicate charge for order 10174 and have flagged it for our billing team to reverse within 3-5 business days.,,325
327,customer_0175,True,Fri Jul 21 01:00:00 +0000 2023,"@SyntheticBrandSupport Locked out of my account after resetting my password, please help.",328,
328,SyntheticBrandSupport,False,Fri Jul 21 02:58:00 +0000 2023,"@customer_0175 So sorry for the trouble logging in! Please try the password reset link at our help center; if that fails, DM your registered email and we'll assist.",,327
329,customer_0176,True,Sun Jul 23 17:00:00 +0000 2023,@SyntheticBrandSupport Does your product work with international accounts?,330,
330,SyntheticBrandSupport,False,Sun Jul 23 20:56:00 +0000 2023,@customer_0176 Premium includes priority support and extra features over Basic - check our pricing page for the full comparison!,,329
331,customer_0177,True,Mon Jul 24 09:00:00 +0000 2023,@SyntheticBrandSupport What's the difference between the basic and premium plans?,332,
332,SyntheticBrandSupport,False,Mon Jul 24 09:46:00 +0000 2023,@customer_0177 Premium includes priority support and extra features over Basic - check our pricing page for the full comparison!,,331
333,customer_0178,True,Tue Jul 25 01:00:00 +0000 2023,"@SyntheticBrandSupport Two factor code never arrives, I can't access my account.",334,
334,SyntheticBrandSupport,False,Tue Jul 25 03:26:00 +0000 2023,@customer_0178 We can help with account access - please send your registered email via DM so we can look into the 2FA issue.,,333
335,customer_0179,True,Wed Jul 26 02:00:00 +0000 2023,"@SyntheticBrandSupport I want a refund for order 10179, it arrived damaged.",336,
336,SyntheticBrandSupport,False,Wed Jul 26 05:37:00 +0000 2023,@customer_0179 We're sorry to hear that! We've started a refund for order 10179; it should reflect in your account within 5-7 business days.,,335
337,customer_0180,True,Thu Jul 27 11:00:00 +0000 2023,@SyntheticBrandSupport What's the status of order 10180? It's been a few days.,338,
338,SyntheticBrandSupport,False,Thu Jul 27 13:13:00 +0000 2023,@customer_0180 Thanks for your patience! Order 10180 status can take up to 48 hours to update; we'll follow up if there's any delay.,,337
339,customer_0181,True,Fri Jul 28 07:00:00 +0000 2023,"@SyntheticBrandSupport I want a refund for order 10181, it arrived damaged.",340,
340,SyntheticBrandSupport,False,Fri Jul 28 10:39:00 +0000 2023,@customer_0181 We're sorry to hear that! We've started a refund for order 10181; it should reflect in your account within 5-7 business days.,,339
341,customer_0182,True,Sat Jul 29 01:00:00 +0000 2023,"@SyntheticBrandSupport Locked out of my account after resetting my password, please help.",,
342,customer_0183,True,Mon Jul 31 19:00:00 +0000 2023,@SyntheticBrandSupport Does your product work with international accounts?,,"342,999999"
343,customer_0184,True,Tue Aug 01 23:00:00 +0000 2023,"@SyntheticBrandSupport Two factor code never arrives, I can't access my account.",344,
344,SyntheticBrandSupport,False,Wed Aug 02 02:23:00 +0000 2023,"@customer_0184 So sorry for the trouble logging in! Please try the password reset link at our help center; if that fails, DM your registered email and we'll assist.",,343
345,customer_0185,True,Wed Aug 02 13:00:00 +0000 2023,@SyntheticBrandSupport Why was I billed $19.99 when my plan should cost less?,346,
346,SyntheticBrandSupport,False,Wed Aug 02 15:37:00 +0000 2023,@customer_0185 We understand the frustration. Please DM us your order 10185 and email on file so we can verify the payment and correct the charge.,,345
347,customer_0186,True,Thu Aug 03 09:00:00 +0000 2023,"@SyntheticBrandSupport Order 10186 shows processing for a week now, any update?",348,
348,SyntheticBrandSupport,False,Thu Aug 03 10:06:00 +0000 2023,@customer_0186 Thanks for your patience! Order 10186 status can take up to 48 hours to update; we'll follow up if there's any delay.,,347
349,customer_0187,True,Fri Aug 04 11:00:00 +0000 2023,"@SyntheticBrandSupport I want a refund for order 10187, it arrived damaged.",,
350,customer_0188,True,Sat Aug 05 15:00:00 +0000 2023,@SyntheticBrandSupport My payment for order 10188 failed but the amount was deducted from my card.,351,
351,SyntheticBrandSupport,False,Sat Aug 05 16:09:00 +0000 2023,@customer_0188 We understand the frustration. Please DM us your order 10188 and email on file so we can verify the payment and correct the charge.,,350
352,customer_0189,True,Mon Aug 07 07:00:00 +0000 2023,@SyntheticBrandSupport Can I get my money back for order 10189? It's not what I expected.,353,
353,SyntheticBrandSupport,False,Mon Aug 07 10:22:00 +0000 2023,@customer_0189 We're sorry to hear that! We've started a refund for order 10189; it should reflect in your account within 5-7 business days.,,352
354,customer_0190,True,Tue Aug 08 11:00:00 +0000 2023,"@SyntheticBrandSupport Two factor code never arrives, I can't access my account.",355,
355,SyntheticBrandSupport,False,Tue Aug 08 14:37:00 +0000 2023,"@customer_0190 So sorry for the trouble logging in! Please try the password reset link at our help center; if that fails, DM your registered email and we'll assist.",,354
356,customer_0191,True,Wed Aug 09 04:00:00 +0000 2023,@SyntheticBrandSupport Does your product work with international accounts?,357,
357,SyntheticBrandSupport,False,Wed Aug 09 04:14:00 +0000 2023,@customer_0191 Premium includes priority support and extra features over Basic - check our pricing page for the full comparison!,,356
358,customer_0192,True,Thu Aug 10 01:00:00 +0000 2023,@SyntheticBrandSupport lol nice ad,,
359,customer_0193,True,Fri Aug 11 01:00:00 +0000 2023,@SyntheticBrandSupport Is there a student discount available?,360,
360,SyntheticBrandSupport,False,Fri Aug 11 04:45:00 +0000 2023,@customer_0193 Premium includes priority support and extra features over Basic - check our pricing page for the full comparison!,,359
361,customer_0194,True,Sat Aug 12 03:00:00 +0000 2023,@SyntheticBrandSupport Getting error code 502 every time I open the dashboard.,362,
362,SyntheticBrandSupport,False,Sat Aug 12 06:15:00 +0000 2023,@customer_0194 We're aware some users are seeing this error and our team is investigating - thanks for your patience.,,361
363,customer_0195,True,Sun Aug 13 15:00:00 +0000 2023,@SyntheticBrandSupport The search feature on the site is completely broken for me.,364,
364,SyntheticBrandSupport,False,Sun Aug 13 18:30:00 +0000 2023,@customer_0195 We're aware some users are seeing this error and our team is investigating - thanks for your patience.,,363
365,customer_0196,True,Tue Aug 15 05:00:00 +0000 2023,@SyntheticBrandSupport How do I cancel order 10196 before it ships?,366,
366,SyntheticBrandSupport,False,Tue Aug 15 06:28:00 +0000 2023,@customer_0196 We're sorry to see you go! We've submitted the cancellation request - you'll get a confirmation email shortly.,,365
367,customer_0197,True,Wed Aug 16 22:00:00 +0000 2023,@SyntheticBrandSupport How do I cancel order 10197 before it ships?,368,
368,SyntheticBrandSupport,False,Thu Aug 17 01:11:00 +0000 2023,@customer_0197 We're sorry to see you go! We've submitted the cancellation request - you'll get a confirmation email shortly.,,367
369,customer_0198,True,Thu Aug 17 20:00:00 +0000 2023,"@SyntheticBrandSupport Please cancel my subscription, I no longer need it.",370,
370,SyntheticBrandSupport,False,Thu Aug 17 21:38:00 +0000 2023,@customer_0198 We can help cancel order 10198 if it hasn't shipped yet - please DM your order email to confirm.,,369
371,customer_0199,True,Fri Aug 18 04:00:00 +0000 2023,"@SyntheticBrandSupport Two factor code never arrives, I can't access my account.",372,
372,SyntheticBrandSupport,False,Fri Aug 18 04:13:00 +0000 2023,@customer_0199 We can help with account access - please send your registered email via DM so we can look into the 2FA issue.,,371
373,customer_0200,True,Sat Aug 19 12:00:00 +0000 2023,@SyntheticBrandSupport The search feature on the site is completely broken for me.,374,
374,SyntheticBrandSupport,False,Sat Aug 19 14:58:00 +0000 2023,@customer_0200 Sorry for the disruption! Could you tell us your device/app version via DM so our tech team can investigate the crash?,,373
375,customer_0201,True,Sun Aug 20 18:00:00 +0000 2023,@SyntheticBrandSupport Does your product work with international accounts?,376,
376,SyntheticBrandSupport,False,Sun Aug 20 19:25:00 +0000 2023,@customer_0201 Premium includes priority support and extra features over Basic - check our pricing page for the full comparison!,,375
